T,D,L,Ly,G,Gy,Gz,A,Ay,Az,M,My,Mz,P,R,H,
103117,868,,,0.27,0.24,4.55,-0.14,0.11,0.96,0.14,-0.09,-0.49,6.65,8.18,310.52,*7A
103174,872,,,-0.35,-1.92,6.28,-0.12,0.1,0.95,0.13,-0.1,-0.48,5.86,7.42,304.46,*7A
103231,873,,,-0.19,-1.99,0.52,-0.16,0.1,0.96,0.13,-0.09,-0.48,5.9,9.31,307.57,*7A
103288,867,,,0.52,-5.71,3.36,-0.15,0.09,0.95,0.13,-0.09,-0.48,5.37,8.79,305.01,*7A
103345,874,,,1.22,-6.07,0.67,-0.13,0.09,0.96,0.13,-0.1,-0.48,5.41,7.58,302.28,*7A
103402,855,,,4.01,-4.58,3.53,-0.14,0.09,0.94,0.12,-0.09,-0.48,5.52,8.65,303.13,*7A
103459,867,,,2.75,-2.56,-3.68,-0.16,0.11,0.97,0.12,-0.09,-0.47,6.35,9.3,302.42,*7A
103516,875,,,0.85,-4.13,-5.62,-0.17,0.04,0.94,0.12,-0.09,-0.47,2.71,10.21,302.8,*7A
103573,889,,,-1.08,-1.58,-4.59,-0.2,0.08,0.95,0.11,-0.09,-0.48,4.74,11.63,298.49,*7A
103630,872,,,-0.16,1.24,-4.58,-0.19,0.08,0.94,0.12,-0.09,-0.47,4.96,11.38,299,*7A
103761,893,,,-1.55,-0.65,7.08,-0.04,0.02,0.97,0.11,-0.09,-0.47,1.05,2.59,297.31,*7A
103834,879,GPGGA,190719,1.46,5.96,1.02,-0.19,-0.01,0.92,0.12,-0.09,-0.48,-0.35,11.55,300.26,*7A
103891,871,,,3.53,2.2,0.64,-0.11,0.02,0.93,0.12,-0.09,-0.47,1.24,7.01,299.72,*7A
103891,887,,,-0.5,6.55,-6.57,-0.16,0.04,0.97,0.12,-0.09,-0.47,2.1,9.28,301.52,*7A
104006,883,,,2.57,4.3,-7.18,-0.08,0.05,0.93,0.12,-0.09,-0.47,2.86,4.98,303.11,*7A
104064,875,,,-3.23,9.6,-16.06,-0.18,0.11,0.96,0.12,-0.1,-0.47,6.34,10.31,300.04,*7A
104120,872,,,-2.69,7.05,-4.92,-0.11,0.11,0.95,0.13,-0.09,-0.47,6.52,6.73,303.09,*7A
104177,852,,,-5.9,10.65,1.51,-0.2,0.12,0.96,0.13,-0.1,-0.48,7.02,11.56,301.68,*7A
104235,861,,,-2.97,2.77,6.14,-0.08,0.08,0.95,0.13,-0.1,-0.48,4.85,4.96,300.67,*7A
104291,866,,,-1,5.67,-0.88,-0.14,0.11,0.93,0.13,-0.09,-0.48,6.79,8.54,305.9,*7A
104348,866,,,-7.75,0.56,-7.53,-0.09,0.07,0.96,0.13,-0.1,-0.49,4.29,5.09,304.28,*7A
104406,851,,,-8.73,1.98,0.15,-0.11,0.08,0.98,0.13,-0.1,-0.47,4.72,6.17,303.32,*7A
104463,838,,,-4.65,2.97,-2.5,-0.08,0.09,0.99,,-0.1,-0.47,5.22,4.37,299.41,*7A
104593,882,,,0.13,3.54,-5.6,-0.09,0.11,0.96,0.14,-0.11,-0.48,6.41,5.3,302.43,*7A
104650,860,,,0.64,-1.87,-5.5,-0.08,0.13,0.94,0.14,-0.11,-0.48,7.83,4.74,300.79,*7A
104708,871,,,-3.32,5.65,-0.43,-0.03,0.11,1.01,0.14,-0.1,-0.48,6.05,1.67,303.42,*7A
104764,862,,,-1.29,4,4.57,-0.07,0.09,0.96,0.14,-0.1,-0.48,5.18,4.32,304.82,*7A
104821,863,GPGGA,190720,-2.81,0.51,-1.24,-0.1,0.08,0.96,0.15,-0.11,-0.48,5.01,5.97,305.7,*7A
104879,851,,,-2.11,-3.33,-7.83,-0.08,0.09,0.94,0.14,-0.11,-0.49,5.38,4.94,300.14,*7A
104936,873,,,-2.7,3.77,-6.91,-0.08,0.1,0.97,0.14,-0.11,-0.49,5.76,4.5,298.36,*7A
104993,863,,,3.19,-0.46,1.29,-0.05,0.12,0.96,0.14,-0.11,-0.48,6.88,2.99,300.48,*7A
105051,878,,,-0.11,2.14,5.04,-0.08,0.09,0.94,0.14,-0.11,-0.48,5.48,4.54,298.92,*7A
105107,864,,,-1.25,-2.02,3.83,-0.06,0.07,0.92,0.14,-0.11,-0.48,4.46,3.47,299.07,*7A
105164,859,,,-5.42,-1.4,3.89,-0.07,0.08,0.93,0.13,-0.11,-0.49,4.92,4.14,299.88,*7A
105222,859,,,-2.76,-0.47,0.47,-0.07,0.1,0.96,0.13,-0.11,-0.49,6.15,4.26,297.72,*7A
105278,852,,,0.89,3.12,6.91,-0.1,0.15,0.97,0.13,-0.11,-0.49,8.86,5.72,294.63,*7A
105335,850,,,-3.87,-1.99,8,-0.1,0.15,0.97,0.13,-0.11,-0.48,8.6,5.91,297.24,*7A
105393,856,,,-1.82,2.16,6.21,-0.11,0.06,0.94,0.13,-0.11,0,3.64,6.72,297.18,*7A
105495,846,,,-7.11,0.67,5.46,-0.06,0.09,0.98,0.13,-0.11,-0.47,5.14,3.46,293.93,*7A
105611,852,,,-0.18,1.95,9.82,-0.05,0.09,0.97,0.12,-0.11,-0.47,5.28,3.16,294.13,*7A
105668,860,,,-0.03,4.51,7.8,-0.09,0.09,0.97,0.13,-0.1,-0.47,5.17,5.43,300.96,*7A
105725,856,,,-2.48,-1.72,5.93,-0.06,0.08,0.91,0.12,-0.1,-0.47,5.29,3.58,298.04,*7A
105782,870,,,-5.78,4.06,9,-0.12,0.12,0.93,0.13,-0.11,-0.47,7.35,7.01,296.67,*7A
105839,882,GPGGA,190721.*0,-1.89,2.39,9.9,-0.09,0.14,0.99,0.13,-0.1,-0.47,7.99,4.96,299.03,*7A
105896,871,,,-0.45,5.74,10.09,-0.11,0.14,0.97,0.12,-0.1,-0.47,8.07,6.2,301.57,*7A
105954,867,,,-0.55,-0.59,11.77,-0.09,0.12,0.95,0.12,-0.1,-0.47,7.37,5.19,300.39,*7A
106011,864,,,-2.24,-0.25,6.44,-0.08,0.12,0.96,0.12,-0.1,-0.47,7.43,4.82,298.63,*7A
106068,846,,,-1.4,-0.67,-0.46,-0.1,0.11,0.96,0.12,-0.1,-0.47,6.47,5.71,297.2,*7A
106125,879,,,-0.14,0.11,-0.2,-0.11,0.09,0.97,0.11,-0.1,-0.46,5.26,6.23,293.67,*7A
106182,856,,,-1.46,-0.22,2.7,-0.11,0.1,0.96,0.11,-0.09,-0.46,6.2,6.22,296.03,*7A
106240,865,,,0.85,0.88,3.7,-0.14,0.11,0.98,0.11,-0.1,-0.47,6.4,8.33,294.65,*7A
106296,849,,,2.36,-1.48,-1.92,-0.09,0.11,0.95,0.11,-0.09,-0.46,6.46,5.3,296.65,*7A
106353,889,,,2.38,2.58,-9.56,-0.1,0.1,0.97,0.11,-0.09,-0.46,5.74,5.95,299.09,*7A
106411,849,,,3.79,-3.18,-1.86,-0.07,0.09,0.95,0.11,-0.09,-0.46,5.36,4.41,295.73,*7A
106541,884,,,-2.21,0.38,-4.48,-0.1,0.09,0.91,0.11,-0.1,-0.47,5.81,6.46,291.36,*7A
106665,881,,,1.79,4.15,-5.92,-0.1,0.09,0.95,0.11,-0.1,-0.47,5.11,5.71,290.56,*7A
106723,846,,,0.45,6.99,-7.74,-0.13,0.09,0.97,0.11,-0.1,-0.46,5.46,7.71,292.13,*7A
106779,846,,,-2.41,1.94,-2.49,-0.08,0.06,0.99,0.12,-0.1,-0.46,3.76,4.54,294.3,*7A
106836,851,GPGGA,1907227,-1.06,6.04,-11.71,-0.13,0.09,0.99,0.11,-0.1,-0.47,5.31,7.48,290.45,*7A
106894,851,,,2.83,-1.06,-1,-0.02,0.09,0.94,0.11,-0.1,-0.46,5.51,0.92,292.46,*7A
106951,,,,-2.21,5.48,-4.68,-0.12,0.11,0.96,0.11,-0.11,-0.46,6.28,7,289.62,*7A
107009,868,,,2.12,-1.36,-2.21,-0.06,0.06,0.93,0.11,-0.11,-0.47,3.72,3.61,289.36,*7A
107066,833,,,-1.45,1.94,-6.75,-0.08,0.12,0.95,0.11,-0.1,-0.47,7.31,4.96,289.51,*7A
107122,854,,,3.5,-0.35,-12.04,-0.09,0.11,0.99,0.11,-0.11,-0.47,6.48,5.22,285.32,*7A
107180,852,,,2.44,0.82,-6.61,-0.05,0.1,0.98,0.11,-0.11,-0.47,6.09,2.83,285.52,*7A
107237,860,,,3.17,-10.38,-6.5,-0.08,0.1,0.97,0.11,-0.11,-0.47,5.6,4.96,288.84,*7A
107293,866,,,1.7,-2.25,-5.84,-0.06,0.09,0.95,0.11,-0.1,-0.47,5.39,3.58,291.29,*7A
107351,833,,,2.74,3.07,-8.07,-0.07,0.1,0.98,0.11,-0.11,-0.47,6.07,3.82,286.14,*7A
107408,856,,,1.92,0.35,-5.24,-0.07,0.06,0.93,0.11,0,-0.47,3.84,4.01,286.22,*7A
107538,870,,,0.89,2.37,-1.66,-0.05,0.04,0.95,0.12,-0.11,-0.48,2.29,2.95,290.66,*7A
107616,859,,,0.21,0.72,-1.19,-0.05,0.05,0.97,0.11,-0.11,-0.48,2.91,2.67,286.39,*7A
107673,870,,,1.77,-3.84,-0.03,-0.05,0.03,0.96,0.11,-0.11,-0.47,1.72,2.97,286.73,*7A
107730,868,,,-0.67,-0.5,7.4,-0.06,0.03,0.95,0.11,-0.11,-0.48,1.52,3.61,289.38,*7A
107787,852,,,-3.68,-1.32,5.92,-0.07,0.03,0.98,0.11,-0.1,-0.47,1.66,4.34,288.97,*7A
107844,848,GPGGA,190723,-3.4,0.2,8.24,-0.05,0.01,0.97,0.1,-0.11,-0.47,0.46,2.73,286.4,*7A
107901,856,,,-1.61,0.58,11.17,-0.08,0.02,0.94,0.1,-0.11,-0.48,1.26,4.92,283.86,*7A
107959,838,,,-0.16,6.96,12.51,-0.05,0.09,0.99,0.1,-0.1,-0.47,5.15,2.68,288.17,*7A
108016,827,,,-0.62,5.19,13.83,-0.06,0.04,0.98,0.1,-0.1,-0.48,2.07,3.79,285.62,*7A
108073,857,,,-3.57,-5.02,8.78,-0.05,0.06,0.95,0.1,-0.1,-0.47,3.6,3.26,284.75,*7A
108130,858,,,-5.22,-6.27,-0.17,-0.08,0.06,0.94,0.09,-0.1,-0.48,3.93,4.7,283.7,*7A
108187,885,,,-3.47,0.43,8.51,-0.07,0.07,0.95,0.09,-0.1,-0.48,4.03,4.35,279.98,*7A
108243,860,,,-3.28,2.81,15.18,-0.07,0.06,0.97,0.09,-0.1,-0.47,3.72,4.02,283.04,*7A
108301,835,,,-2.91,5.09,17.38,-0.08,0.07,0.99,0.1,-0.09,-0.48,4.11,4.4,288.26,*7A
108358,857,,,-2.21,-1.16,11.36,-0.07,0.05,0.96,0.09,-0.1,-0.48,2.84,4.44,284.96,*7A
108416,880,,,-2.26,2.3,12.28,-0.07,0.05,0.96,0.08,-0.09,-0.48,3.75,3.86,281.76,*7A
108546,858,,,5.13,0.92,15.72,-0.1,0.11,0.95,0.08,-0.09,-0.48,6.39,5.95,281.73,*7A
108625,859,GPGGA,1907,4.13,-0.54,7.74,-0.09,0.12,0.97,0.08,-0.08,-0.48,7.17,5.44,286.86,*7A
108682,861,,,1.37,1.58,4.8,-0.09,0.11,0.95,0.08,-0.08,-0.49,6.48,5.14,282.75,*7A
108739,884,,,-3.49,-1.09,9.95,-0.1,0.07,0.96,0.07,-0.08,-0.48,4.34,5.85,281.66,*7A
108796,877,,,-1.37,5.48,8.91,-0.11,0.04,0.95,0.07,-0.08,-0.49,2.43,6.64,283.54,*7A
108853,880,,,3.48,7.26,10.25,-0.07,0.06,0.95,0.07,-0.08,-0.49,3.63,4.26,281.66,*7A
108910,870,,,0.82,5.36,13.84,-0.09,0.04,0.97,0.07,-0.07,-0.49,2.42,5.52,288.61,*7A
108967,884,,,-2.56,-1.17,11.2,-0.09,0.03,0.96,0.07,-0.06,-0.5,1.89,5.56,295.22,*7A
109025,868,,,0.28,-2.3,1.12,-0.09,0.03,0.97,0.07,-0.06,-0.5,1.84,5.43,294.77,*7A
109081,877,,,3.69,0.25,-1.15,-0.06,0.02,0.96,0.07,-0.06,-0.5,1.15,3.5,295.09,*7A
109138,889,,,2.19,0.21,-1.71,-0.06,0.02,0.99,0.07,-0.06,-0.5,1.37,3.58,299.36,*7A
109195,856,,,-0.66,-0.88,5.54,-0.07,0.01,0.95,0.07,-0.06,-0.49,0.83,4.07,297.09,*7A
109252,868,,,-2.84,1.3,0.13,-0.11,0,0.95,0.07,-0.06,-0.5,0.28,6.57,299.43,*7A
109309,884,,,-1.55,2.37,1.92,-0.09,0.02,0.97,0.07,-0.06,-0.51,1.16,5.47,298.11,*7A
109366,895,,,1,2.37,1.92,-0.1,0.01,0.96,0.07,-0.06,-0.51,0.86,5.99,297.91,*7A
109366,875,,,-1.15,2.99,5.25,-0.08,0.01,0.97,0.08,-0.05,-0.52,0.55,4.49,312.04,*7A
109553,868,,,-3.25,8.09,0.25,-0.05,0.08,1.02,0.08,-0.06,-0.53,4.24,2.99,307.38,*7A
109618,867,GPGGA,190725.02,-0.88,-3.95,4.8,-0.02,0.02,0.95,0.09,-0.05,-0.53,0.99,1.44,314.87,*7A
109676,886,,,-4.58,-2.27,-1.2,-0.05,0.04,0.93,0.09,-0.05,-0.53,2.71,3.3,316.34,*7A
109733,888,,,-0.95,-2.44,-7.35,-0.05,0.05,0.96,0.09,-0.05,-0.54,3,3.04,315.84,*7A
10979,869,,,-0.27,-0.12,-2.63,-0.05,0.06,0.97,0.08,-0.05,-0.52,3.41,3.08,309.83,*7A
109847,875,,,-0.6,-2.84,-2,-0.05,0.06,0.98,0.08,-0.06,-0.53,3.25,3.16,309.33,*7A
109903,890,,,-2,-1.37,-0.6,-0.06,0.06,0.99,0.08,-0.05,-0.53,3.46,3.74,309.55,*7A
109961,866,,,-1.09,-4.57,0.9,-0.05,0.04,0.95,0.08,-0.06,-0.53,2.27,3.02,307.61,*7A
110018,884,,,-5.36,2.33,1.78,-0.03,0.03,1.01,0.08,-0.05,-0.54,1.54,1.67,308.86,*7A
110074,873,,,-1.61,0.77,9.02,-0.01,0.02,0.99,0.08,-0.05,-0.54,0.97,0.64,313.42,*7A
110132,854,,,-0.89,1.48,14.12,-0.04,0.04,0.96,0.08,-0.05,-0.53,2.31,2.57,314.1,*7A
110189,880,,,0.3,5.05,4.59,-0.09,0.05,0.98,0.08,-0.05,-0.54,2.65,5.25,316.32,*7A
110245,906,,,1.16,2.93,-0.67,-0.05,0.05,0.98,0.08,-0.04,-0.54,3.21,2.84,320.51,*7A
110303,893,,,0.14,0.1,-3.53,-0.1,0.05,0.96,0.08,-0.05,-0.54,2.95,5.79,319.02,*7A
110360,880,,,-0.97,0.67,1.85,-0.06,0.04,0.99,0.09,-0.04,-0.54,2.03,3.45,327.81,*7A
110417,866,,,2.79,9.06,10.96,-0.07,0.03,0.94,0.09,-0.04,-0.54,1.79,3.95,329.35,*7A
110547,8,,,-4.07,-4.73,0.75,-0.04,0,0.95,0.09,-0.03,-0.54,-0.1,2.4,332.68,*7A
110626,897,GPGGA,190726.7,-0.24,-2.21,3.27,-0.04,0.02,0.95,0.09,-0.03,-0.54,1.17,2.39,339,*7A
110868,887,,,-3.23,-1.37,2.46,-0.07,0.03,0.99,0.08,-0.03,-0.54,1.68,4.13,343.9,*7A
110925,862,,,-1.54,-3.58,-0.07,-0.02,0,1.04,0.09,-0.02,-0.54,-0.26,1.33,350.8,*7A
110982,880,,,2.21,-7.06,3.19,-0.07,0,0.96,0.09,-0.02,-0.54,0.1,4.1,349.44,*7A
111039,890,,,2.47,-0.09,-2.32,-0.1,0.02,0.95,0.08,-0.01,-0.54,1.1,5.84,-357.69,*7A
111096,862,,,0.97,-4.41,4.01,-0.07,0.02,0.93,0.08,-0.01,-0.54,0.95,4.28,-352.98,*7A
111153,896,,,-4.25,1.12,6.05,-0.07,0.03,0.96,0.08,-0.01,-0.53,1.89,4.21,-358.8,*7A
111210,883,,,-2.19,-1.78,3.82,-0.09,0.05,0.95,0.08,-0.01,-0.54,2.95,5.67,-351.02,*7A
111267,899,,,-1.91,0.12,6,-0.08,0.04,0.95,0.08,-0.01,-0.54,2.17,4.94,-351.56,*7A
111324,880,,,-2.75,0.49,5.15,-0.11,0.06,0.97,0.08,0,-0.54,3.63,6.24,-349.03,*7A
111381,883,,,-3.75,-0.05,11.26,-0.1,0.05,0.97,0.09,0,-0.54,3.1,5.64,-338.12,*7A
111438,857,,,-1.74,0.45,9.67,-0.13,0.04,0.97,0.09,0,-0.54,2.16,7.45,-343.02,*7A
111495,895,,,-1.42,-1.78,13.65,-0.09,0.04,0.97,0.09,0,-0.54,2.49,5.28,-336.91,*7A
111552,908,,,-2.49,1.07,5.29,-0.13,0.04,0.98,0.08,0,-0.54,2.22,7.29,-336.44,*7A
111609,875,GPGGA,190727,-2.83,-5.78,7.98,-0.1,0.01,0.95,0.09,0.01,-0.54,0.51,5.87,-331.22,*7A
111668,896,,,-2.42,4.74,6.79,-0.1,0.04,1,0.09,0.01,-0.55,2.45,5.91,-328.64,*7A
111797,885,,,4.14,3.64,0.67,-0.11,0.02,0.94,0.08,0.02,-0.54,0.93,6.39,-316.32,*7A
111854,898,,,2.11,-5.24,-0.88,-0.12,0,0.98,0.08,0.02,-0.54,0.18,7.04,-320.66,*7A
111910,881,,,2.62,-3.1,-2.49,-0.11,0.02,0.97,0.09,0.02,-0.54,0.91,6.4,-319.46,*7A
111968,912,,,2.6,-0.38,1.36,-0.12,0.01,0.95,0.08,0.02,-0.54,0.44,6.97,-313.19,*7A
112025,890,,,0.96,0.3,1.25,-0.14,0,0.94,0.08,0.02,-0.54,-0.26,8.43,-313.5,*7A
112081,884,,,-0.17,1.54,-2,-0.14,0,0.95,0.09,0.02,-0.54,-0.09,8.5,-313.38,*7A
112139,880,,,-1.14,1.59,-3.65,-0.14,0.01,0.96,0.09,0.02,-0.54,0.81,8.18,-313.69,*7A
112196,878,,,-1.58,3.7,-0.82,-0.1,0.01,0.96,0.09,0.02,-0.54,0.72,5.87,-318.99,*7A
112252,921,,,-2.47,5.25,1.68,-0.1,0.01,0.96,0.09,0.02,-0.54,0.37,5.75,-314.01,*7A
112310,893,,,-,5.25,1.68,-0.11,0.08,1.01,0.1,0.02,-0.53,4.72,6.12,-317.38,*7A
11,906,,,-0.55,6.5,-4.65,-0.09,0.04,0.98,0.1,0.02,-0.54,2.08,5.22,-323.69,*7A
112423,918,,,-5.5,-2.24,2.64,-0.09,0,0.93,0.1,0.02,-0.54,0.1,5.82,-321.39,*7A
112481,899,,,-4.91,2.1,1.16,-0.12,0.02,0.95,0.1,0.02,-0.54,1.5,7,-325.2,*7A
112538,894,,,-0.04,3.36,-0.84,-0.1,0.03,0.96,0.11,0.02,-0.55,1.54,6,-324.21,*7A
112594,893,GPGGA,190728,-1.24,5.08,-5.43,-0.1,0.07,0.98,0.1,0.02,-0.54,3.84,5.64,-320.4,*7A
112654,892,,,0,5.08,-5.43,-0.05,0.05,0.93,0.11,0.02,-0.53,3.21,2.79,-326.66,*7A
112784,861,,,-3.55,1.72,-8.81,-0.09,0.04,0.99,0.11,0.01,-0.54,2.45,5.38,-328.76,*7A
112841,898,,,-2.92,-0.6,-8.02,-0.08,0.03,0.98,0.12,0.01,-0.55,1.57,4.93,-333.81,*7A
112898,907,,,0.87,-1.23,3.58,-0.06,0.04,0.96,0.11,0.01,-0.54,2.29,3.4,-331.07,*7A
112955,89,,,-0.28,7.51,1.1,-0.08,0.04,0.99,0.11,0.01,-0.55,2.53,4.5,-331.21,*7A
113012,894,,,-1.09,1.98,3.57,-0.06,-0.01,0.97,0.12,0.01,-0.54,-0.6,3.5,-335.96,*7A
113069,891,,,-5.64,-1.41,0.24,-0.09,0.01,0.95,0.12,0.01,-0.55,0.58,5.42,-336.24,*7A
113126,916,,,-1.6,-3.22,6.76,-0.06,0.02,0.95,0.11,0,-0.54,1.16,3.33,-339.19,*7A
113183,908,,,-2.73,5.95,6.48,-0.09,0.02,0.96,0.11,0.01,-0.54,1.25,5.23,-331.73,*7A
113240,882,,,-2.59,-0.17,10.88,-0.05,0.01,0.94,0.12,0.01,-0.54,0.74,2.76,-333.91,*7A
113297,875,,,-4.82,1.66,4.64,-0.08,0.02,0.94,0.12,0.01,-0.54,1.17,4.88,-336.64,*7A
113354,862,,,-2.36,0.29,-2.63,-0.07,0.03,0.96,0.12,0.01,-0.54,2.08,4,-332.4,*7A
113411,867,,,-4,0.62,7.17,-0.03,0.04,0.99,0.12,0.01,-0.54,2.23,1.9,-332.09,*7A
113468,871,,,-3.12,3.3,11.85,-0.05,0.04,0.99,0.13,0.01,-0.54,2.35,3,-333.51,*7A
113525,876,GPGGA,190729.*,-4.04,3.12,9.46,-0.06,0.04,0.99,0.13,0.01,-0.54,2.23,3.62,-335.2,*7A
113583,917,,,-2.11,-1.76,-0.48,-0.1,0.03,0.97,0.13,0.01,-0.54,1.55,5.99,-331.09,*7A
113640,891,,,0.61,-3.42,1.47,-0.08,0.05,0.96,0.12,0.01,-0.54,2.77,4.62,-330.66,*7A
113770,857,,,2.42,-3.4,4.26,-0.07,0.06,0.96,0.13,0.02,-0.54,3.8,4.36,-324.91,*7A
113849,888,,,-0.38,-2.95,-0.09,-0.08,0.07,0.97,0.12,0.02,-0.54,3.95,4.9,-322.82,*7A
113906,881,,,1.69,-1.07,4.03,-0.08,0.07,0.97,0.12,0.02,-0.53,4.37,4.46,-323.87,*7A
113963,893,,,4.2,1.56,0.93,-0.11,0.12,0.97,0.13,0.03,-0.53,7.22,6.26,-317.74,*7A
114020,913,,,0.68,-6.51,0.5,-0.08,0.06,0.95,0.12,0.03,-0.53,3.8,4.7,-316.66,*7A
114077,895,,,-3.71,-4.49,1.06,-0.1,0.05,0.94,0.12,0.03,-0.53,3.12,5.96,-317.26,*7A
114134,906,,,-4.68,-3.3,3.09,-0.11,0.03,0.94,0.12,0.03,-0.53,2.06,6.84,-316.4,*7A
114191,851,,,-4.25,2.16,4.17,-0.14,0.04,0.98,0.12,0.03,-0.52,2.18,7.97,-318.43,*7A
114248,850,,,-1.92,-1.11,-1.37,-0.13,0.06,1,0.12,0.02,-0.53,3.27,7.25,-320.76,*7A
114305,854,,,-1.07,-1.04,-1.4,-0.13,0.03,0.94,0.12,0.03,-0.52,1.99,8.03,-318.69,*7A
114362,867,,,-2.79,5.33,5.21,-0.1,0.05,0.96,0.12,0.03,-0.53,3.03,5.72,-313.84,*7A
114362,881,,,-0.29,0.41,9.44,-0.12,0.04,0.95,0.12,0.03,-0.52,2.44,6.96,-316.33,*7A
114476,912,,,0.1,,9.44,-0.13,0.02,0.99,0.12,0.03,-0.52,1.37,7.23,-315.34,*7A
114533,912,,,2.54,-8.09,-17.02,-0.13,0.01,0.95,0.12,0.02,-0.52,0.49,7.9,-319.65,*7A
114590,876,GPGGA,190730,2.91,-1.46,-8.46,-0.13,0.02,0.97,0.11,0.03,-0.52,0.92,7.55,-315.87,*7A
114649,869,,,1.2,-4.6,-0.11,-0.14,0,0.94,0.11,0.03,-0.52,0.92,8.44,-312.89,*7A
114779,920,,,-3.14,0.84,-2.28,-0.13,0.01,0.94,0.11,0.03,-0.52,0.71,7.94,-316.19,*7A
114842,907,,,-7.74,11.44,-0.22,-0.13,0.05,0.94,0.11,0.03,-0.52,2.79,8.06,-314.53,*7A
114899,907,,,-5.39,5.31,-1.69,-0.12,0.04,0.96,0.12,0.02,-0.52,2.27,7.41,-324.7,*7A
11495,892,,,-4.35,5.47,-5.86,-0.13,0.06,0.97,0.12,0.02,-0.53,3.63,7.44,-325.13,*7A
115013,883,,,-2.91,4.56,-8.88,-0.11,0.05,0.97,0.12,0.02,-0.53,3.08,6.54,-326.3,*7A
115070,890,,,-1.4,2.83,-1.96,-0.09,0.06,0.97,0.12,0.02,-0.53,3.71,5.16,-323.03,*7A
115127,887,,,-2.61,4.19,0.82,-0.08,0.06,0.98,0.12,0.01,-0.53,3.72,4.55,-329.99,*7A
115184,877,,,-3.58,6.78,11.52,-0.08,0.05,0.97,0.13,0.01,-0.53,3.04,4.67,-331.13,*7A
115241,914,,,-5.77,8.61,3.82,-0.12,0.07,0.99,0.13,0.02,-0.53,3.83,7.01,-327.38,*7A
115298,883,,,-2.04,6.25,2.61,-0.1,0.07,0.95,0.14,0.01,-0.53,4.29,5.71,-330.88,*7A
115355,900,,,-0.25,7.02,-3.07,-0.08,0.06,0.98,0.14,0.01,-0.53,3.3,4.75,-335.1,*7A
115412,887,,,3.58,2.8,-4.37,-0.06,0.06,0.97,0.14,0.01,-0.53,3.66,3.29,-333.08,*7A
115469,896,,,1.6,4.84,-6.63,-0.05,0.07,0.95,0.14,0.02,-0.53,4.12,3.31,-329.53,*7A
115526,880,,,4.54,9.92,-1.36,-0.07,0.1,0.93,0.15,0.01,-0.53,5.91,4.22,-331.43,*7A
115584,866,,,0.73,3.52,-2.55,-0.04,0.06,0.99,0.14,0.02,-0.54,3.46,2.55,-329.99,*7A
115640,900,GPGGA,190731,1,3.52,-2.55,-0.02,0.06,0.96,0.15,0.02,-0.55,3.78,1.23,-331.03,*7A
115776,900,,,3.76,9.16,5.34,-0.01,0.05,0.94,0.16,0.02,-0.55,2.83,0.71,-325.96,*7A
115885,900,,,-6.68,1.46,2.6,0,0.02,0.92,0.16,0.02,-0.55,1.35,0.25,-327.72,*7A
115941,908,,,-8.48,3.02,-5.08,-0.03,0.06,0.93,0.16,0.02,-0.55,3.71,1.96,-328.71,*7A
115998,874,,,-4.89,0.26,3.51,0.01,0.05,0.98,0.17,0.01,-0.56,3.09,-0.69,-334.55,*7A
116056,888,,,-5.53,-2.63,10.54,0,0.04,0.95,0.17,0.01,-0.56,2.55,0.26,-337.8,*7A
116112,883,,,-4.52,-4.37,14.02,-0.01,0.04,0.95,0.16,0.01,-0.57,2.52,0.62,-336.02,*7A
116169,882,,,-4.84,-7.37,13.18,-0.01,0.01,0.94,0.17,0,-0.58,0.34,0.31,-342.65,*7A
116227,853,,,-8.87,-5.73,9.62,-0.03,0.02,0.95,0.17,-0.01,-0.58,1.06,2.1,-348.4,*7A
116283,878,,,-6.61,-6.61,12.42,-0.02,0.03,0.98,0.17,-0.01,-0.6,1.86,0.97,-352.52,*7A
116340,875,,,-7.83,-3.54,8.58,-0.06,0.04,1.02,0.16,-0.02,-0.61,2.23,3.27,-355,*7A
116398,,,,-2.51,-8.09,7.74,-0.05,0.05,0.99,0.16,-0.04,-0.63,2.74,2.65,351.7,*7A
116455,868,,,1.21,-3.62,11.65,-0.06,0.07,0.98,,-0.04,-0.63,4.05,3.3,333,*7A
116585,876,,,5.96,-2.82,10.84,-0.06,0.07,0.97,0.16,-0.07,-0.69,4.12,3.41,331.18,*7A
116585,864,,,3.54,-5.47,9.7,-0.08,0.09,0.96,0.17,,-0.69,5.29,4.51,324.41,*7A
116773,875,,,2.84,-3.03,-6.65,-0.08,0.08,0.92,0.17,-0.09,-0.74,4.88,4.92,320.58,*7A
,857,GPGGA,190732.3P,0.52,1.39,-7.45,-0.08,0.07,0.95,0.17,-0.1,-0.73,4.46,5.03,317,*7A
116899,,,,-0.31,-1.23,-6.34,-0.12,0.05,0.96,0.17,-0.11,-0.74,2.86,7.09,310.8,*7A
116957,880,,,-4.8,2.86,-6.86,-0.09,0.07,0.99,0.17,-0.12,-0.75,3.87,5.29,308.6,*7A
117013,,,,-3.78,-8.68,-16.39,-0.17,0.1,0.89,0.17,-0.14,-0.75,6.62,11.04,300.85,*7A
117070,859,,,-0.38,-3.82,-2.81,-0.09,0.03,0.95,0.17,-0.15,-0.75,1.6,5.5,295.62,*7A
117128,880,,,3.68,1.78,3.17,-0.08,0.06,0.94,0.18,-0.16,-0.76,3.74,4.65,293.42,*7A
